Date,Open,High,Low,Close,Adj Close,Volume
2020-08-09,0.451324,0.470647,0.414254,0.425507,0.425507,119127687
2020-08-10,0.425507,0.486242,0.410100,0.468510,0.468510,130243509
2020-08-11,0.468712,0.487547,0.400143,0.437420,0.437420,128248142
2020-08-12,0.437497,0.544943,0.408601,0.528418,0.528418,182545506
2020-08-13,0.528349,0.696505,0.508738,0.668282,0.668282,462974560
2020-08-14,0.669006,0.761919,0.624314,0.638612,0.638612,347203425
2020-08-15,0.638621,0.704508,0.600238,0.637401,0.637401,238718892
2020-08-16,0.636936,0.663390,0.618441,0.629417,0.629417,167466878
2020-08-17,0.629417,0.691033,0.583213,0.585884,0.585884,191812541
2020-08-18,0.585921,0.605851,0.527634,0.558149,0.558149,181855579
2020-08-19,0.557935,0.622734,0.516129,0.597796,0.597796,276243241
2020-08-20,0.597796,0.664702,0.595653,0.627823,0.627823,220969281
2020-08-21,0.627032,0.632370,0.528367,0.532032,0.532032,207671088
2020-08-22,0.533122,0.586558,0.514457,0.568174,0.568174,168290282
2020-08-23,0.565056,0.636628,0.547095,0.613549,0.613549,174829794
2020-08-24,0.613256,0.662643,0.596653,0.633204,0.633204,175121216
2020-08-25,0.631639,0.636900,0.535217,0.563522,0.563522,229197386
2020-08-26,0.563175,0.587166,0.533174,0.551138,0.551138,193190502
2020-08-27,0.551144,0.558287,0.495265,0.521386,0.521386,195555976
2020-08-28,0.521266,0.560487,0.514593,0.535218,0.535218,165850062
2020-08-29,0.534215,0.548423,0.525120,0.536670,0.536670,126976934
2020-08-30,0.535316,0.549608,0.513259,0.518702,0.518702,133607019
2020-08-31,0.518550,0.526349,0.503766,0.503766,0.503766,130325932
2020-09-01,0.503676,0.550313,0.496621,0.518041,0.518041,190460341
2020-09-02,0.517921,0.526240,0.430994,0.464489,0.464489,176105219
2020-09-03,0.464472,0.470553,0.341714,0.351825,0.351825,141289498
2020-09-04,0.350334,0.388247,0.337955,0.376080,0.376080,140720515
2020-09-05,0.375797,0.400676,0.318780,0.341147,0.341147,124160080
2020-09-06,0.341660,0.386620,0.320428,0.374635,0.374635,140628688
2020-09-07,0.374943,0.384439,0.332288,0.369982,0.369982,142839454
2020-09-08,0.371560,0.376608,0.338484,0.348175,0.348175,106371786
2020-09-09,0.348418,0.429771,0.338678,0.413269,0.413269,179285268
2020-09-10,0.413834,0.450350,0.402214,0.415243,0.415243,226878525
2020-09-11,0.415243,0.415243,0.391167,0.412605,0.412605,167917174
